rep,k,n_lambda,mu,sigma,min_size,filename,maxima
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,36.5074357344663
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,36.5573343524982
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,33.0926424531112
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,36.5560371026025
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,38.6650056599235
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,34.2312623029562
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,33.8696775499372
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,35.6574707841557
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,31.6084129966829
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,34.5985434238769
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,37.5922999657395
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,32.7666836262801
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,34.5488886720855
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,30.2041059213174
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,39.8023845422094
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,33.2911475831623
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,31.3644549857639
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,39.0352354865141
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,34.037193469146
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,34.7901448013638
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,37.0205505422411
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,31.402017968441
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,35.600948998864
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,40.5583326321941
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,32.0673154230351
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,31.9646844769252
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,38.0045255344896
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,38.4250638597475
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,37.9561461090263
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,41.0829161046589
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,37.7952438082031
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,32.5033597251776
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,40.0368966365227
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,31.9084463220534
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,36.9349068486357
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,37.3784268070286
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,34.4376221522278
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,38.6087098779548
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,39.7604458361356
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,32.2060101098159
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,43.4147955901069
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,34.8429553226141
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,32.8234026843851
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,37.6496147359596
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,41.0557050983198
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,34.6815590181433
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,31.249838236308
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,35.2966348570047
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,33.1210730246827
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,35.8238589286198
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,37.0452034447311
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,33.6432823617761
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,34.6589392881886
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,38.95663594903
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,34.1090855139961
9,100,50,50,17,10,rep9_k100_lambda50_mu50,77.9028591640455
9,100,50,50,17,10,rep9_k100_lambda50_mu50,96.133268556839
9,100,50,50,17,10,rep9_k100_lambda50_mu50,96.9117895027354
9,100,50,50,17,10,rep9_k100_lambda50_mu50,88.062382457603
9,100,50,50,17,10,rep9_k100_lambda50_mu50,95.220689661195
9,100,50,50,17,10,rep9_k100_lambda50_mu50,92.6481745687298
9,100,50,50,17,10,rep9_k100_lambda50_mu50,84.0384709734543
9,100,50,50,17,10,rep9_k100_lambda50_mu50,85.3215603123815
9,100,50,50,17,10,rep9_k100_lambda50_mu50,91.1894026691124
9,100,50,50,17,10,rep9_k100_lambda50_mu50,93.2184385905354
9,100,50,50,17,10,rep9_k100_lambda50_mu50,80.7770586940506
9,100,50,50,17,10,rep9_k100_lambda50_mu50,87.4774706468023
9,100,50,50,17,10,rep9_k100_lambda50_mu50,96.5543831258643
9,100,50,50,17,10,rep9_k100_lambda50_mu50,100.750697211956
9,100,50,50,17,10,rep9_k100_lambda50_mu50,91.5872335325673
9,100,50,50,17,10,rep9_k100_lambda50_mu50,101.046528991004
9,100,50,50,17,10,rep9_k100_lambda50_mu50,92.8076926545015
9,100,50,50,17,10,rep9_k100_lambda50_mu50,102.316894857603
9,100,50,50,17,10,rep9_k100_lambda50_mu50,80.2506858248146
9,100,50,50,17,10,rep9_k100_lambda50_mu50,81.6708426381136
9,100,50,50,17,10,rep9_k100_lambda50_mu50,92.5036162898315
9,100,50,50,17,10,rep9_k100_lambda50_mu50,97.9166367516366
9,100,50,50,17,10,rep9_k100_lambda50_mu50,96.0910917832101
9,100,50,50,17,10,rep9_k100_lambda50_mu50,91.187482288517
9,100,50,50,17,10,rep9_k100_lambda50_mu50,84.3026979604332
9,100,50,50,17,10,rep9_k100_lambda50_mu50,85.1819299472662
9,100,50,50,17,10,rep9_k100_lambda50_mu50,85.1863022200309
9,100,50,50,17,10,rep9_k100_lambda50_mu50,91.1811235614199
9,100,50,50,17,10,rep9_k100_lambda50_mu50,90.073227355434
9,100,50,50,17,10,rep9_k100_lambda50_mu50,83.0939958035821
9,100,50,50,17,10,rep9_k100_lambda50_mu50,92.7299311491435
9,100,50,50,17,10,rep9_k100_lambda50_mu50,84.7746955089388
9,100,50,50,17,10,rep9_k100_lambda50_mu50,84.488048444729
9,100,50,50,17,10,rep9_k100_lambda50_mu50,80.3466197728764
9,100,50,50,17,10,rep9_k100_lambda50_mu50,93.3724538023761
9,100,50,50,17,10,rep9_k100_lambda50_mu50,77.8008794531006
9,100,50,50,17,10,rep9_k100_lambda50_mu50,82.0949873462949
9,100,50,50,17,10,rep9_k100_lambda50_mu50,102.332046138852
9,100,50,50,17,10,rep9_k100_lambda50_mu50,84.6584640063078
9,100,50,50,17,10,rep9_k100_lambda50_mu50,83.9998705385658
9,100,50,50,17,10,rep9_k100_lambda50_mu50,92.3104262256914
9,100,50,50,17,10,rep9_k100_lambda50_mu50,103.708971015058
9,100,50,50,17,10,rep9_k100_lambda50_mu50,105.444940182442
9,100,50,50,17,10,rep9_k100_lambda50_mu50,90.4585068511863
9,100,50,50,17,10,rep9_k100_lambda50_mu50,76.8584733259382
9,100,50,50,17,10,rep9_k100_lambda50_mu50,88.5427805258974
9,100,50,50,17,10,rep9_k100_lambda50_mu50,94.0637812606876
9,100,50,50,17,10,rep9_k100_lambda50_mu50,91.0699342287295
9,100,50,50,17,10,rep9_k100_lambda50_mu50,75.2773299493167
9,100,50,50,17,10,rep9_k100_lambda50_mu50,85.6767258129933
9,100,50,50,17,10,rep9_k100_lambda50_mu50,91.1585028125142
9,100,50,50,17,10,rep9_k100_lambda50_mu50,97.4884650994188
9,100,50,50,17,10,rep9_k100_lambda50_mu50,84.3332929175667
9,100,50,50,17,10,rep9_k100_lambda50_mu50,97.4241118272253
9,100,50,50,17,10,rep9_k100_lambda50_mu50,84.0657580497676
9,100,50,50,17,10,rep9_k100_lambda50_mu50,87.719750751429
9,100,50,50,17,10,rep9_k100_lambda50_mu50,82.4024843650521
9,100,50,50,17,10,rep9_k100_lambda50_mu50,106.619525878699
9,100,50,50,17,10,rep9_k100_lambda50_mu50,91.8814881735378
9,100,50,50,17,10,rep9_k100_lambda50_mu50,84.1651022388244
9,100,50,50,17,10,rep9_k100_lambda50_mu50,87.0884933340892
9,100,50,50,17,10,rep9_k100_lambda50_mu50,81.0654680713795
9,100,50,50,17,10,rep9_k100_lambda50_mu50,81.8283137567321
9,100,50,50,17,10,rep9_k100_lambda50_mu50,98.6505386190163
9,100,50,50,17,10,rep9_k100_lambda50_mu50,89.5689906257164
9,100,50,50,17,10,rep9_k100_lambda50_mu50,92.3659380534753
9,100,50,50,17,10,rep9_k100_lambda50_mu50,77.8741823788631
9,100,50,50,17,10,rep9_k100_lambda50_mu50,87.3930063929545
9,100,50,50,17,10,rep9_k100_lambda50_mu50,94.8932492582542
9,100,50,50,17,10,rep9_k100_lambda50_mu50,84.778397179729
9,100,50,50,17,10,rep9_k100_lambda50_mu50,103.39554823229
9,100,50,50,17,10,rep9_k100_lambda50_mu50,86.9628857978603
9,100,50,50,17,10,rep9_k100_lambda50_mu50,88.3568237716612
9,100,50,50,17,10,rep9_k100_lambda50_mu50,85.3524425413383
9,100,50,50,17,10,rep9_k100_lambda50_mu50,97.3230632967228
9,100,50,50,17,10,rep9_k100_lambda50_mu50,80.3544298252355
9,100,50,50,17,10,rep9_k100_lambda50_mu50,90.4005657873248
9,100,50,50,17,10,rep9_k100_lambda50_mu50,89.0569028417563
9,100,50,50,17,10,rep9_k100_lambda50_mu50,99.8577040283926
9,100,50,50,17,10,rep9_k100_lambda50_mu50,90.3695005002359
9,100,50,50,17,10,rep9_k100_lambda50_mu50,81.4192776388302
9,100,50,50,17,10,rep9_k100_lambda50_mu50,80.2916414451847
9,100,50,50,17,10,rep9_k100_lambda50_mu50,98.9632557885086
9,100,50,50,17,10,rep9_k100_lambda50_mu50,110.399151822332
9,100,50,50,17,10,rep9_k100_lambda50_mu50,77.0583157652178
9,100,50,50,17,10,rep9_k100_lambda50_mu50,83.7818800918784
9,100,50,50,17,10,rep9_k100_lambda50_mu50,90.2641252946936
9,100,50,50,17,10,rep9_k100_lambda50_mu50,91.4758489122644
9,100,50,50,17,10,rep9_k100_lambda50_mu50,81.5592900021749
9,100,50,50,17,10,rep9_k100_lambda50_mu50,89.8841406966075
9,100,50,50,17,10,rep9_k100_lambda50_mu50,85.9564011556967
9,100,50,50,17,10,rep9_k100_lambda50_mu50,85.1063299974507
9,100,50,50,17,10,rep9_k100_lambda50_mu50,97.3320231780165
9,100,50,50,17,10,rep9_k100_lambda50_mu50,91.7988054882331
9,100,50,50,17,10,rep9_k100_lambda50_mu50,76.3850154647337
9,100,50,50,17,10,rep9_k100_lambda50_mu50,93.4421570186849
9,100,50,50,17,10,rep9_k100_lambda50_mu50,96.3346001805577
9,100,50,50,17,10,rep9_k100_lambda50_mu50,85.0053157894749
9,100,50,50,17,10,rep9_k100_lambda50_mu50,95.6814019231251
9,100,50,50,17,10,rep9_k100_lambda50_mu50,99.8610972938852
9,100,50,100,34,10,rep9_k100_lambda50_mu100,170.85510378598
9,100,50,100,34,10,rep9_k100_lambda50_mu100,185.328538418748
9,100,50,100,34,10,rep9_k100_lambda50_mu100,178.373462275549
9,100,50,100,34,10,rep9_k100_lambda50_mu100,200.703225556815
9,100,50,100,34,10,rep9_k100_lambda50_mu100,175.240112541593
9,100,50,100,34,10,rep9_k100_lambda50_mu100,194.095210475104
9,100,50,100,34,10,rep9_k100_lambda50_mu100,184.708415616009
9,100,50,100,34,10,rep9_k100_lambda50_mu100,163.498459208952
9,100,50,100,34,10,rep9_k100_lambda50_mu100,163.640672117205
9,100,50,100,34,10,rep9_k100_lambda50_mu100,205.105905323664
9,100,50,100,34,10,rep9_k100_lambda50_mu100,150.243022572339
9,100,50,100,34,10,rep9_k100_lambda50_mu100,201.92808480501
9,100,50,100,34,10,rep9_k100_lambda50_mu100,169.265123121866
9,100,50,100,34,10,rep9_k100_lambda50_mu100,166.607719875419
9,100,50,100,34,10,rep9_k100_lambda50_mu100,196.254091677867
9,100,50,100,34,10,rep9_k100_lambda50_mu100,162.366538605911
9,100,50,100,34,10,rep9_k100_lambda50_mu100,192.298298841372
9,100,50,100,34,10,rep9_k100_lambda50_mu100,174.042178600049
9,100,50,100,34,10,rep9_k100_lambda50_mu100,166.065082579771
9,100,50,100,34,10,rep9_k100_lambda50_mu100,175.789144198502
9,100,50,100,34,10,rep9_k100_lambda50_mu100,165.874908508748
9,100,50,100,34,10,rep9_k100_lambda50_mu100,177.584665419642
9,100,50,100,34,10,rep9_k100_lambda50_mu100,167.616296439353
9,100,50,100,34,10,rep9_k100_lambda50_mu100,171.080735541353
9,100,50,100,34,10,rep9_k100_lambda50_mu100,174.475862867598
9,100,50,100,34,10,rep9_k100_lambda50_mu100,167.459842834018
9,100,50,100,34,10,rep9_k100_lambda50_mu100,203.751102058984
9,100,50,100,34,10,rep9_k100_lambda50_mu100,210.10241581004
9,100,50,100,34,10,rep9_k100_lambda50_mu100,177.114940219111
9,100,50,100,34,10,rep9_k100_lambda50_mu100,152.812028168538
9,100,50,100,34,10,rep9_k100_lambda50_mu100,167.101486034529
9,100,50,100,34,10,rep9_k100_lambda50_mu100,158.515571613896
9,100,50,100,34,10,rep9_k100_lambda50_mu100,171.931971866933
9,100,50,100,34,10,rep9_k100_lambda50_mu100,200.565700832526
9,100,50,100,34,10,rep9_k100_lambda50_mu100,164.366334151797
9,100,50,100,34,10,rep9_k100_lambda50_mu100,210.836125646795
9,100,50,100,34,10,rep9_k100_lambda50_mu100,182.554476164964
9,100,50,100,34,10,rep9_k100_lambda50_mu100,161.207152715833
9,100,50,100,34,10,rep9_k100_lambda50_mu100,193.641741142796
9,100,50,100,34,10,rep9_k100_lambda50_mu100,159.919512356897
9,100,50,100,34,10,rep9_k100_lambda50_mu100,178.075642399683
9,100,50,100,34,10,rep9_k100_lambda50_mu100,170.6905943039
9,100,50,100,34,10,rep9_k100_lambda50_mu100,153.211505168355
9,100,50,100,34,10,rep9_k100_lambda50_mu100,202.179950427481
9,100,50,100,34,10,rep9_k100_lambda50_mu100,154.948175889027
9,100,50,100,34,10,rep9_k100_lambda50_mu100,185.270742078614
9,100,50,100,34,10,rep9_k100_lambda50_mu100,173.477275203482
9,100,50,100,34,10,rep9_k100_lambda50_mu100,195.23350888586
9,100,50,100,34,10,rep9_k100_lambda50_mu100,147.401998473891
9,100,50,100,34,10,rep9_k100_lambda50_mu100,175.828796142585
9,100,50,100,34,10,rep9_k100_lambda50_mu100,167.489447125038
9,100,50,100,34,10,rep9_k100_lambda50_mu100,196.689059889292
9,100,50,100,34,10,rep9_k100_lambda50_mu100,176.42783512202
9,100,50,100,34,10,rep9_k100_lambda50_mu100,166.347849097034
9,100,50,100,34,10,rep9_k100_lambda50_mu100,181.382325833806
9,100,50,100,34,10,rep9_k100_lambda50_mu100,173.785664917084
9,100,50,100,34,10,rep9_k100_lambda50_mu100,175.988218027711
9,100,50,100,34,10,rep9_k100_lambda50_mu100,174.958787488967
9,100,50,100,34,10,rep9_k100_lambda50_mu100,156.1536111452
9,100,50,100,34,10,rep9_k100_lambda50_mu100,212.405827718231
9,100,50,100,34,10,rep9_k100_lambda50_mu100,172.815179641536
9,100,50,100,34,10,rep9_k100_lambda50_mu100,156.621004519331
9,100,50,100,34,10,rep9_k100_lambda50_mu100,159.479192957025
9,100,50,100,34,10,rep9_k100_lambda50_mu100,187.450978287339
9,100,50,100,34,10,rep9_k100_lambda50_mu100,166.133311923063
9,100,50,100,34,10,rep9_k100_lambda50_mu100,148.626147365636
9,100,50,100,34,10,rep9_k100_lambda50_mu100,203.087144368669
9,100,50,100,34,10,rep9_k100_lambda50_mu100,175.016377393888
9,100,50,100,34,10,rep9_k100_lambda50_mu100,158.852528759329
9,100,50,100,34,10,rep9_k100_lambda50_mu100,179.288822122383
9,100,50,100,34,10,rep9_k100_lambda50_mu100,156.504683668138
9,100,50,100,34,10,rep9_k100_lambda50_mu100,192.23614086907
9,100,50,100,34,10,rep9_k100_lambda50_mu100,185.343672524355
9,100,50,100,34,10,rep9_k100_lambda50_mu100,171.934280506291
9,100,50,100,34,10,rep9_k100_lambda50_mu100,160.629755913508
9,100,50,100,34,10,rep9_k100_lambda50_mu100,191.489267407391
9,100,50,100,34,10,rep9_k100_lambda50_mu100,204.400977067467
9,100,50,100,34,10,rep9_k100_lambda50_mu100,201.391979603043
9,100,50,100,34,10,rep9_k100_lambda50_mu100,163.951463806861
9,100,50,100,34,10,rep9_k100_lambda50_mu100,201.089930140765
9,100,50,100,34,10,rep9_k100_lambda50_mu100,188.747538406631
9,100,50,100,34,10,rep9_k100_lambda50_mu100,179.706995455563
9,100,50,100,34,10,rep9_k100_lambda50_mu100,146.498333986467
9,100,50,100,34,10,rep9_k100_lambda50_mu100,173.938394364459
9,100,50,100,34,10,rep9_k100_lambda50_mu100,172.821389104842
9,100,50,100,34,10,rep9_k100_lambda50_mu100,183.214762374858
9,100,50,100,34,10,rep9_k100_lambda50_mu100,155.408592637464
9,100,50,100,34,10,rep9_k100_lambda50_mu100,179.097823959074
9,100,50,100,34,10,rep9_k100_lambda50_mu100,182.214615305686
9,100,50,100,34,10,rep9_k100_lambda50_mu100,172.603597098893
9,100,50,100,34,10,rep9_k100_lambda50_mu100,177.74773962211
9,100,50,100,34,10,rep9_k100_lambda50_mu100,153.476787936287
9,100,50,100,34,10,rep9_k100_lambda50_mu100,189.523299072574
9,100,50,100,34,10,rep9_k100_lambda50_mu100,171.496427414059
9,100,50,100,34,10,rep9_k100_lambda50_mu100,157.331583123365
9,100,50,100,34,10,rep9_k100_lambda50_mu100,165.921190639895
9,100,50,100,34,10,rep9_k100_lambda50_mu100,169.593461056886
9,100,50,100,34,10,rep9_k100_lambda50_mu100,188.256876270084
9,100,50,100,34,10,rep9_k100_lambda50_mu100,195.310201472574
9,100,50,100,34,10,rep9_k100_lambda50_mu100,188.806152255584
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,40.3480472904919
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,37.5262458580606
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,36.1467818484794
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,37.7254352841794
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,40.3049545098496
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,38.2006228608824
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,41.910229887547
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,38.0347173548539
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,39.0104038365666
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,39.8867925217126
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,37.6839282549405
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,40.2649929410097
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,38.4475831369069
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,41.4751366303651
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,37.6878236711022
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,35.490064556077
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,36.6061053457523
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,35.0155366780418
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,38.2739485295794
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,40.1305722233391
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,42.1757222620417
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,36.8628200311935
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,36.8618633636125
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,46.2254612691613
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,38.5816218042459
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,37.2736579077828
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,36.6837661087571
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,39.2392296246145
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,34.4035936538942
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,40.1797571156918
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,37.1455530923235
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,38.8515695812329
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,43.9921959213901
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,36.6902720614977
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,39.4089491711303
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,41.0965468394637
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,41.3894640626237
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,33.3144705531906
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,42.6066625542174
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,42.2657193005973
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,37.4907968538449
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,40.6189163795258
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,38.8323284935507
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,34.8654844972374
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,39.0412135767997
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,41.8140403011772
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,40.7468231352508
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,39.9466653659689
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,37.7110694019923
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,36.8766641771412
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,36.3193185083605
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,39.6604655964085
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,45.2196948573712
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,40.4658247844349
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,41.842467450508
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,36.7055494568354
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,36.7457766591719
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,37.3210703460519
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,35.6996413072673
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,37.7915189356796
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,35.0758217867436
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,36.525320971206
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,36.3658601857965
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,35.6852972047063
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,40.2234459260265
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,41.0167637940768
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,37.4793673226773
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,37.5742201402092
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,36.0192446786491
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,37.4153604025591
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,40.0153924760946
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,39.7574267538544
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,40.4192955431783
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,36.4743953593319
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,34.7563517750799
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,33.1570740188244
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,37.1043413363
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,36.4730442706082
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,34.0288536524891
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,37.9502860309976
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,37.2223525556897
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,39.5782120261136
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,42.3971666453271
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,39.4475930390582
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,36.6343443535323
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,35.5380542979317
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,37.7476487280443
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,46.5125302812214
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,37.3060441336188
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,39.8618280100631
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,39.4138973561056
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,44.0637802058294
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,37.6629609155173
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,40.6435276489653
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,35.2985213444567
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,43.3354639099361
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,40.6704777131491
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,35.5625956470189
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,36.6123137470543
9,100,200,20,6.8,10,rep9_k100_lambda200_mu20,36.1469742090459
9,100,200,50,17,10,rep9_k100_lambda200_mu50,98.6472885022581
9,100,200,50,17,10,rep9_k100_lambda200_mu50,99.6732282343408
9,100,200,50,17,10,rep9_k100_lambda200_mu50,92.1356828583927
9,100,200,50,17,10,rep9_k100_lambda200_mu50,94.263463617856
9,100,200,50,17,10,rep9_k100_lambda200_mu50,105.936420259067
9,100,200,50,17,10,rep9_k100_lambda200_mu50,88.7905683061044
9,100,200,50,17,10,rep9_k100_lambda200_mu50,95.4534359009242
9,100,200,50,17,10,rep9_k100_lambda200_mu50,103.579071352537
9,100,200,50,17,10,rep9_k100_lambda200_mu50,91.8454738533622
9,100,200,50,17,10,rep9_k100_lambda200_mu50,91.3765331707772
9,100,200,50,17,10,rep9_k100_lambda200_mu50,94.4768772128074
9,100,200,50,17,10,rep9_k100_lambda200_mu50,94.5977378848356
9,100,200,50,17,10,rep9_k100_lambda200_mu50,97.0521876220214
9,100,200,50,17,10,rep9_k100_lambda200_mu50,97.9572919557839
9,100,200,50,17,10,rep9_k100_lambda200_mu50,90.4213102268132
9,100,200,50,17,10,rep9_k100_lambda200_mu50,96.2594691220472
9,100,200,50,17,10,rep9_k100_lambda200_mu50,92.9062365533323
9,100,200,50,17,10,rep9_k100_lambda200_mu50,84.4316768850441
9,100,200,50,17,10,rep9_k100_lambda200_mu50,99.4121895004895
9,100,200,50,17,10,rep9_k100_lambda200_mu50,104.212121992458
9,100,200,50,17,10,rep9_k100_lambda200_mu50,93.5084075136412
9,100,200,50,17,10,rep9_k100_lambda200_mu50,101.655956309419
9,100,200,50,17,10,rep9_k100_lambda200_mu50,94.6229797984998
9,100,200,50,17,10,rep9_k100_lambda200_mu50,97.5116958648429
9,100,200,50,17,10,rep9_k100_lambda200_mu50,96.7601641811978
9,100,200,50,17,10,rep9_k100_lambda200_mu50,90.3992179449801
9,100,200,50,17,10,rep9_k100_lambda200_mu50,93.6820894348412
9,100,200,50,17,10,rep9_k100_lambda200_mu50,100.279804018582
